LAM,D,N_0,N_n,esb,p_id
18.671,25.08,10.929,12,"[4.3568, 5.3194, 5.4497, 5.1941]","[1.2103e-14, 0.00036725, 0.12774, 0.2517]"
6.671,34.8,11.124,17,"[5.6383, 3.9977, 3.8465, 4.0244]","[0.34115, 0.60501, 0.69326, 0.73754]"
18.763,39.46,17.636,8,"[3.0415, 3.7211, 3.9726, 4.1094]","[7.9228e-15, 0.00027053, 0.1198, 0.2419]"
4.597,13.25,14.485,6,"[0.44075, 0.44058, 0.46575, 0.49258]","[0.57776, 0.76435, 0.82924, 0.86323]"
5.396,26.87,18.967,12,"[2.5858, 2.3359, 2.5624, 2.8713]","[0.46837, 0.6796, 0.75039, 0.78608]"
13.523,38.16,16.31,6,"[1.6523, 1.7689, 1.8732, 2.0719]","[6.9342e-08, 0.18517, 0.36064, 0.44899]"
12.436,39.78,8.992,9,"[2.7645, 2.4111, 2.3043, 2.411]","[5.2901e-06, 0.26037, 0.42415, 0.50628]"
13.252,35.65,18.59,5,"[1.2772, 1.4197, 1.5696, 1.7751]","[1.3218e-07, 0.19429, 0.36622, 0.45316]"
1.86,16.19,14.497,5,"[0.25078, 0.27141, 0.32289, 0.38421]","[0.85588, 0.92832, 0.95106, 0.96198]"
9.984,25.08,16.046,12,"[4.5122, 3.2634, 3.0902, 3.2094]","[0.026135, 0.40662, 0.53834, 0.60439]"
9.978,16.16,5.471,10,"[2.4385, 1.4876, 1.3956, 1.4376]","[0.030202, 0.41988, 0.55485, 0.62282]"
13.462,17.8,5.072,10,"[2.555, 2.1922, 1.8618, 1.8277]","[1.4571e-07, 0.20527, 0.38686, 0.47827]"
19.378,20.36,17.071,8,"[2.1522, 2.6442, 2.7679, 2.7207]","[2.11e-15, 8.4637e-05, 0.098591, 0.22641]"
4.614,38.45,14.208,10,"[1.7205, 1.7875, 2.0559, 2.358]","[0.54499, 0.72522, 0.78604, 0.8169]"
12.452,17.37,10.83,9,"[2.1053, 1.6733, 1.5216, 1.5489]","[6.2358e-06, 0.2686, 0.43603, 0.52023]"
8.878,35.05,14.085,14,"[5.5548, 4.3524, 4.1798, 4.3633]","[0.12163, 0.47089, 0.58751, 0.64594]"
12.729,13.4,5.097,6,"[0.76407, 0.69223, 0.67794, 0.71049]","[4.7079e-06, 0.27205, 0.44542, 0.53312]"
19.562,17.9,14.033,14,"[5.3303, 6.4993, 7.3141, 7.3055]","[1.1219e-15, 4.4322e-05, 0.084304, 0.21289]"
19.15,5.3,7.678,17,"[6.1265, 7.4656, 8.7586, 9.1654]","[3.1178e-15, 0.00010982, 0.10189, 0.22799]"
17.268,30.2,5.034,7,"[1.2561, 1.5396, 1.4096, 1.4137]","[9.7254e-13, 0.011005, 0.20977, 0.32592]"
3.953,25.54,11.909,5,"[0.38541, 0.41801, 0.45636, 0.49228]","[0.63583, 0.79628, 0.85309, 0.88324]"
10.591,17.57,15.291,15,"[5.7149, 4.6035, 3.9742, 3.8871]","[0.0045018, 0.36985, 0.51094, 0.58184]"
1.083,6.87,16.494,16,"[1.0849, 1.1159, 1.1667, 1.229]","[0.90505, 0.94921, 0.96464, 0.97259]"
6.08,34.03,14.123,7,"[1.0994, 1.1532, 1.3296, 1.5253]","[0.40104, 0.63898, 0.71952, 0.76052]"
6.09,14.16,5.449,15,"[3.054, 2.0469, 1.9906, 2.0828]","[0.40336, 0.64795, 0.73016, 0.77157]"
0.676,8.44,5.355,6,"[0.31575, 0.47396, 0.6467, 0.82176]","[0.95474, 0.97678, 0.98382, 0.98729]"
14.275,33.16,18.315,5,"[1.2126, 1.3871, 1.5031, 1.6831]","[3.9256e-09, 0.13621, 0.32141, 0.41495]"
19.336,38.61,7.977,11,"[4.0575, 4.9555, 5.2927, 5.15]","[2.1046e-15, 7.9958e-05, 0.096503, 0.22393]"
19.333,14.37,14.856,15,"[5.6571, 6.8961, 7.8427, 7.9353]","[1.9872e-15, 7.3871e-05, 0.094268, 0.22163]"
18.381,7.46,12.263,18,"[6.3473, 7.7364, 9.2461, 9.7697]","[2.3756e-14, 0.00063467, 0.13755, 0.25883]"
0.253,17.93,7.212,11,"[0.72175, 1.1689, 1.6318, 2.0967]","[0.98353, 0.99146, 0.99403, 0.9953]"
8.537,20.85,8.858,15,"[5.0088, 3.1187, 2.7862, 2.8008]","[0.15657, 0.49683, 0.61145, 0.66908]"
12.948,29.95,7.785,5,"[0.66703, 0.67739, 0.70606, 0.76783]","[1.5507e-06, 0.24772, 0.42083, 0.50837]"
0.217,28.96,18.882,14,"[1.0022, 1.5633, 2.157, 2.7556]","[0.98503, 0.99227, 0.9946, 0.99575]"
2.575,24.0,17.172,11,"[1.1243, 1.245, 1.4197, 1.5952]","[0.75402, 0.85617, 0.89124, 0.90942]"
16.208,35.29,11.08,18,"[6.57993, 8.19935, 10.1707, 11.0069]","[1.20204e-11, 0.035806, 0.239688, 0.346408]"
10.477,29.02,11.106,11,"[3.7264, 2.5807, 2.4216, 2.5055]","[0.007056, 0.37968, 0.51865, 0.5884]"
7.072,16.65,16.309,5,"[0.48369, 0.48685, 0.5362, 0.59075]","[0.32482, 0.60748, 0.70423, 0.75421]"
8.582,8.46,19.276,5,"[0.47733, 0.4346, 0.46009, 0.49494]","[0.18328, 0.52958, 0.64765, 0.70839]"
6.086,7.85,11.574,19,"[5.2669, 3.2634, 3.0039, 3.0624]","[0.40027, 0.64384, 0.72586, 0.76712]"
16.688,12.93,6.361,5,"[0.50433, 0.6182, 0.58807, 0.60746]","[1.4881e-11, 0.044988, 0.2669, 0.38207]"
6.084,8.56,9.791,19,"[5.2646, 3.2622, 3.0031, 3.0617]","[0.40047, 0.64396, 0.72595, 0.7672]"
13.762,18.1,16.454,17,"[6.3369, 7.7962, 7.6436, 7.3934]","[3.6151e-08, 0.17542, 0.357, 0.44839]"
0.702,11.78,14.886,10,"[0.53367, 0.62098, 0.77054, 0.93602]","[0.9479, 0.97405, 0.98218, 0.98611]"
1.131,12.6,16.084,18,"[1.2792, 1.3234, 1.3941, 1.4655]","[0.89895, 0.94486, 0.96092, 0.96932]"
14.838,6.7,6.633,10,"[2.5298, 2.5259, 2.0695, 1.9889]","[1.317e-09, 0.12093, 0.32075, 0.42148]"
18.615,17.04,19.817,17,"[6.41357, 7.81513, 9.577, 10.7002]","[1.26014e-14, 0.00037172, 0.126305, 0.248613]"
8.717,19.18,17.32,8,"[1.5575, 1.2433, 1.3072, 1.4299]","[0.14511, 0.49009, 0.60573, 0.66404]"
12.922,30.48,14.171,11,"[4.162, 3.9169, 3.5999, 3.6569]","[8.0285e-07, 0.22884, 0.39897, 0.48421]"
0.63,22.01,6.334,18,"[1.115, 1.141, 1.2399, 1.3885]","[0.9481, 0.97364, 0.98211, 0.98622]"
3.585,35.36,16.029,18,"[3.7314, 3.4153, 3.7518, 4.2039]","[0.64724, 0.7877, 0.83476, 0.85848]"
16.354,10.18,6.492,14,"[4.9877, 5.9523, 5.2639, 4.8129]","[8.4615e-12, 0.031403, 0.23792, 0.34763]"
11.764,35.27,12.784,11,"[4.2062, 3.6086, 3.3945, 3.5058]","[6.2045e-05, 0.29839, 0.45302, 0.53049]"
13.019,35.25,12.695,9,"[2.9491, 2.7563, 2.6339, 2.7534]","[5.8366e-07, 0.22358, 0.39443, 0.48007]"
0.215,39.61,18.953,7,"[0.98741, 1.7364, 2.4891, 3.2417]","[0.98413, 0.99167, 0.99415, 0.99538]"
9.929,16.01,10.536,16,"[5.9095, 4.3517, 3.6646, 3.5436]","[0.028773, 0.41061, 0.54373, 0.61074]"
6.701,28.12,18.814,19,"[7.3954, 6.0125, 5.8106, 6.0739]","[0.33696, 0.60062, 0.68862, 0.73271]"
8.185,17.91,19.298,6,"[0.87733, 0.83309, 0.92505, 1.0381]","[0.19995, 0.52268, 0.63157, 0.68687]"
13.73,7.72,18.146,19,"[6.5414, 8.3451, 8.322, 7.9004]","[4.0039e-08, 0.17695, 0.3582, 0.44969]"
17.664,5.07,15.301,10,"[2.5193, 3.0749, 2.6473, 2.447]","[2.4423e-13, 0.0041354, 0.18414, 0.30371]"
13.656,20.84,6.597,13,"[4.5387, 4.325, 3.5459, 3.3407]","[5.8378e-08, 0.18618, 0.36877, 0.46078]"
2.554,38.4,12.414,8,"[0.85952, 1.0262, 1.2016, 1.366]","[0.75361, 0.85544, 0.8911, 0.90993]"
1.831,8.38,9.23,12,"[0.84992, 0.87216, 0.91844, 0.96536]","[0.83544, 0.90978, 0.93577, 0.94936]"
2.643,13.06,10.628,18,"[1.8283, 1.6943, 1.8055, 1.9544]","[0.74832, 0.85437, 0.89028, 0.9086]"
12.53,29.34,17.64,13,"[5.4538, 5.6542, 5.3343, 5.4061]","[3.2417e-06, 0.25055, 0.41509, 0.49747]"
0.166,6.36,10.499,16,"[1.093, 1.7757, 2.4812, 3.1895]","[0.9892, 0.9944, 0.99609, 0.99692]"
19.276,35.54,7.377,12,"[4.5001, 5.4927, 5.9034, 5.7313]","[2.4293e-15, 8.9985e-05, 0.098787, 0.22606]"
1.412,19.5,18.875,10,"[0.75717, 0.82498, 0.89191, 0.96588]","[0.87417, 0.93192, 0.95238, 0.96298]"
8.683,35.97,8.228,10,"[2.5021, 1.7942, 1.8093, 1.9405]","[0.14552, 0.48957, 0.6047, 0.66258]"
17.404,5.19,17.943,19,"[6.51195, 7.9585, 9.71522, 10.2668]","[3.55631e-13, 0.00515991, 0.183385, 0.298279]"
19.824,15.86,19.436,13,"[5.0947, 6.2126, 7.0184, 7.0696]","[5.8022e-16, 2.4463e-05, 0.072778, 0.20222]"
17.899,6.18,11.531,13,"[4.4209, 5.3907, 5.0731, 4.6245]","[1.0063e-13, 0.0020687, 0.16534, 0.28534]"
7.925,26.28,17.148,7,"[1.3174, 1.2336, 1.3746, 1.5521]","[0.21928, 0.52949, 0.63383, 0.68662]"
14.39,8.27,14.943,19,"[6.5271, 8.3242, 8.628, 8.2635]","[4.1191e-09, 0.13713, 0.32678, 0.42256]"
9.094,21.74,9.473,10,"[2.3004, 1.5098, 1.4709, 1.5455]","[0.10714, 0.47072, 0.59283, 0.6543]"
16.683,32.54,6.503,17,"[6.3075, 7.7405, 8.8743, 9.0357]","[2.9243e-12, 0.018802, 0.21812, 0.32845]"
15.205,39.82,5.394,16,"[6.131, 7.5179, 7.6927, 7.5272]","[2.8472e-10, 0.089226, 0.28881, 0.38961]"
17.848,13.95,5.469,10,"[2.5219, 3.0842, 2.6943, 2.4855]","[1.4583e-13, 0.0028274, 0.17521, 0.29598]"
6.528,39.85,10.131,14,"[3.8736, 2.906, 2.9517, 3.1792]","[0.35653, 0.61408, 0.70014, 0.74337]"
13.47,19.65,7.646,8,"[1.5569, 1.3956, 1.2715, 1.2957]","[1.7886e-07, 0.21071, 0.3923, 0.48367]"
10.639,23.35,15.54,10,"[3.2055, 2.3069, 2.2226, 2.3333]","[0.0042531, 0.36976, 0.51041, 0.58101]"
16.638,5.23,12.667,17,"[6.1348, 7.5043, 8.0475, 7.7716]","[3.3748e-12, 0.020257, 0.22099, 0.3316]"
10.598,20.46,5.208,10,"[2.5685, 1.6201, 1.4965, 1.5317]","[0.0054716, 0.38118, 0.52428, 0.59631]"
1.941,16.84,15.805,19,"[1.7272, 1.7229, 1.8675, 2.03]","[0.81724, 0.89496, 0.92147, 0.93511]"
17.455,9.82,11.253,11,"[3.1659, 3.8474, 3.296, 3.0188]","[3.977e-13, 0.0057621, 0.19099, 0.30879]"
10.637,37.77,14.933,17,"[6.5603, 7.8518, 7.6248, 7.7306]","[0.0037355, 0.36339, 0.50311, 0.57307]"
6.854,11.53,15.5,10,"[1.47, 1.1382, 1.1649, 1.2463]","[0.33432, 0.60965, 0.70226, 0.74909]"
12.812,12.4,12.126,16,"[5.8922, 6.1075, 5.1396, 4.7703]","[1.1313e-06, 0.23446, 0.40512, 0.49124]"
15.621,35.46,12.319,9,"[2.9829, 3.3845, 3.1102, 3.1595]","[8.4058e-11, 0.068708, 0.2721, 0.37491]"
6.102,31.62,14.719,11,"[2.3094, 2.0092, 2.1744, 2.4181]","[0.39973, 0.63933, 0.7196, 0.76005]"
19.389,10.65,10.034,10,"[2.5321, 3.107, 3.0944, 2.8134]","[2.3493e-15, 8.9609e-05, 0.10105, 0.2315]"
12.385,9.14,5.929,6,"[0.76609, 0.67705, 0.66705, 0.70065]","[1.675e-05, 0.29318, 0.46191, 0.5473]"
1.965,13.83,13.833,13,"[0.97018, 0.99286, 1.0551, 1.1176]","[0.82079, 0.90024, 0.92785, 0.9423]"
2.14,39.56,16.738,17,"[2.6587, 3.0031, 3.5439, 4.114]","[0.78887, 0.87252, 0.90089, 0.91536]"
4.258,23.74,6.418,16,"[2.257, 1.8052, 1.8591, 1.9938]","[0.58718, 0.75806, 0.81553, 0.84458]"
19.193,22.97,13.949,10,"[3.248, 3.9741, 4.0984, 3.9226]","[3.2501e-15, 0.00011939, 0.10518, 0.23225]"
10.992,15.82,7.814,6,"[0.78295, 0.63135, 0.63769, 0.67651]","[0.002701, 0.37744, 0.52717, 0.6031]"
13.116,24.36,11.396,11,"[3.6369, 3.2219, 2.8083, 2.7826]","[4.2477e-07, 0.22024, 0.39477, 0.4824]"
18.068,27.45,14.383,15,"[6.0093, 7.3266, 8.472, 8.88]","[5.6601e-14, 0.0013011, 0.15289, 0.27197]"
14.668,25.2,16.798,8,"[2.2985, 2.438, 2.3041, 2.3976]","[1.9069e-09, 0.12545, 0.31799, 0.41457]"
9.8,9.63,10.887,12,"[3.6403, 2.1362, 1.9222, 1.9409]","[0.040147, 0.42553, 0.55784, 0.62443]"
12.387,30.93,13.304,18,"[6.5846, 8.5158, 8.5575, 8.4978]","[5.3265e-06, 0.25786, 0.42096, 0.50287]"
9.826,9.52,9.48,10,"[2.394, 1.463, 1.3784, 1.4226]","[0.041056, 0.42925, 0.56217, 0.62912]"
16.173,20.5,13.355,10,"[3.0062, 3.4803, 2.9724, 2.8742]","[1.6816e-11, 0.042057, 0.25057, 0.35857]"
19.73,27.16,11.68,13,"[5.0762, 6.1905, 6.9625, 6.984]","[7.3687e-16, 3.0427e-05, 0.077004, 0.20615]"
13.702,31.41,18.907,12,"[5.1606, 5.6778, 5.4937, 5.6208]","[4.5884e-08, 0.17965, 0.3591, 0.44889]"
15.377,32.46,17.74,5,"[1.176, 1.3961, 1.4838, 1.645]","[1.0806e-10, 0.073841, 0.27202, 0.37266]"
5.136,32.43,13.802,16,"[3.8233, 3.0268, 3.1469, 3.427]","[0.49467, 0.69725, 0.76498, 0.79903]"
8.908,19.69,10.882,17,"[6.2516, 4.4781, 3.8593, 3.7862]","[0.11844, 0.47163, 0.59084, 0.65079]"
20.0,19.08,7.665,17,"[6.1863, 7.5359, 8.9562, 9.8052]","[3.552e-16, 1.5352e-05, 0.063494, 0.19282]"
18.277,29.28,5.348,9,"[2.2381, 2.7478, 2.5638, 2.4363]","[4.462e-14, 0.0011357, 0.15411, 0.27671]"
9.506,21.41,17.449,16,"[6.2573, 5.2824, 4.7674, 4.7762]","[0.061259, 0.43365, 0.55945, 0.62254]"
14.258,33.07,7.621,17,"[6.3343, 7.8644, 7.9258, 7.71]","[6.51e-09, 0.14545, 0.33338, 0.42799]"
7.574,25.09,17.358,11,"[2.9069, 2.2562, 2.3395, 2.5484]","[0.25344, 0.55153, 0.65116, 0.70124]"
5.089,22.06,15.842,8,"[0.93433, 0.94476, 1.0563, 1.1824]","[0.50843, 0.70999, 0.77832, 0.81321]"
1.415,36.04,15.246,7,"[0.71815, 0.87073, 0.99977, 1.1317]","[0.86667, 0.92621, 0.94793, 0.95924]"
5.995,19.85,14.091,9,"[1.1609, 1.038, 1.1146, 1.2225]","[0.41978, 0.65865, 0.73913, 0.77996]"
2.202,22.96,15.099,8,"[0.62299, 0.68088, 0.74058, 0.79644]","[0.79951, 0.88889, 0.92057, 0.93732]"
3.522,32.33,6.949,19,"[2.7928, 2.3085, 2.4114, 2.6104]","[0.65792, 0.79859, 0.84584, 0.8697]"
19.878,9.48,18.776,14,"[5.1866, 6.3248, 7.1234, 7.0244]","[5.0955e-16, 2.16e-05, 0.070447, 0.20048]"
7.337,33.75,7.282,8,"[1.1799, 1.0176, 1.0878, 1.1943]","[0.2858, 0.57742, 0.67547, 0.72509]"
15.733,21.29,8.571,15,"[5.6092, 6.7015, 6.2771, 5.8852]","[5.4797e-11, 0.060242, 0.26555, 0.37053]"
16.906,6.97,10.962,9,"[1.9501, 2.3348, 1.9404, 1.8445]","[2.4513e-12, 0.018095, 0.22471, 0.33954]"
10.045,36.62,13.451,14,"[5.7624, 4.9963, 4.7021, 4.8302]","[0.021966, 0.40046, 0.53248, 0.5986]"
19.961,34.62,19.624,18,"[6.68383, 8.13782, 10.0638, 12.5158]","[3.81609e-16, 1.63676e-05, 0.0643954, 0.192728]"
10.478,39.25,7.523,7,"[1.4868, 1.2018, 1.2552, 1.3713]","[0.0082042, 0.38313, 0.52167, 0.59147]"
14.863,16.59,10.885,13,"[4.5845, 4.9364, 4.1048, 3.8279]","[9.5199e-10, 0.1125, 0.31032, 0.41015]"
14.666,27.17,15.525,11,"[4.1708, 4.5054, 4.09, 4.0779]","[1.7957e-09, 0.12359, 0.31667, 0.41348]"
15.444,22.35,15.046,17,"[6.3796, 7.9789, 8.8385, 8.9266]","[1.3084e-10, 0.075073, 0.27666, 0.37877]"
15.279,28.24,12.754,10,"[3.3387, 3.6683, 3.2519, 3.2285]","[2.5735e-10, 0.088871, 0.29001, 0.39123]"
13.512,35.59,11.12,13,"[5.2316, 5.5386, 5.0601, 5.0035]","[9.143e-08, 0.19209, 0.37026, 0.45959]"
5.737,28.83,19.33,7,"[1.2304, 1.3494, 1.5871, 1.8435]","[0.42997, 0.65357, 0.72946, 0.76815]"
16.601,11.27,14.032,17,"[6.1796, 7.5677, 8.2325, 8.0428]","[3.758e-12, 0.021379, 0.22256, 0.33278]"
9.377,29.75,14.896,9,"[2.5596, 1.9533, 2.0182, 2.197]","[0.076034, 0.44323, 0.56635, 0.62825]"
18.863,19.34,13.303,19,"[6.59103, 8.02934, 10.0393, 11.6084]","[6.45864e-15, 0.000207994, 0.114274, 0.237951]"
6.392,31.5,6.427,15,"[3.5788, 2.4216, 2.3621, 2.4832]","[0.37176, 0.62687, 0.71243, 0.75546]"
6.896,28.98,11.413,8,"[1.1846, 1.0691, 1.1625, 1.2891]","[0.32782, 0.60081, 0.69264, 0.73914]"
10.868,35.52,18.24,17,"[6.5952, 8.3525, 8.3931, 8.6201]","[0.0016589, 0.34913, 0.49162, 0.56292]"
5.157,5.5,7.076,9,"[0.88383, 0.80492, 0.85107, 0.91571]","[0.50954, 0.71723, 0.78774, 0.82382]"
5.426,22.28,6.994,16,"[3.0676, 2.1443, 2.1177, 2.2325]","[0.46912, 0.68679, 0.7599, 0.79673]"
11.015,7.09,14.577,8,"[1.4886, 1.0544, 1.0127, 1.0539]","[0.0016664, 0.36407, 0.51342, 0.58874]"
12.329,33.46,9.813,12,"[4.4948, 3.9484, 3.5219, 3.5187]","[7.3031e-06, 0.26544, 0.42865, 0.51051]"
14.502,26.47,5.712,19,"[6.5635, 8.4439, 9.084, 8.8979]","[2.8189e-09, 0.1303, 0.32112, 0.41738]"
15.162,19.62,9.181,17,"[6.2138, 7.6354, 7.6811, 7.3278]","[3.261e-10, 0.091657, 0.29105, 0.39197]"
3.121,37.19,8.933,19,"[2.7498, 2.4585, 2.6461, 2.9136]","[0.69672, 0.82058, 0.86218, 0.88321]"
8.62,37.14,19.69,5,"[1.2044, 1.3228, 1.5713, 1.8413]","[0.13222, 0.46533, 0.57878, 0.63668]"
17.929,21.85,12.087,7,"[1.3635, 1.6854, 1.6103, 1.614]","[1.3302e-13, 0.0028008, 0.17464, 0.29449]"
18.051,24.53,8.739,16,"[6.0209, 7.3411, 8.3468, 8.475]","[5.9491e-14, 0.0013505, 0.15389, 0.27328]"
5.422,11.03,19.13,18,"[4.1588, 2.7918, 2.7054, 2.8312]","[0.46741, 0.68423, 0.75702, 0.79364]"
18.801,35.07,10.768,19,"[6.66672, 8.1213, 10.329, 12.3429]","[7.58193e-15, 0.000239162, 0.117001, 0.240095]"
14.91,8.23,13.173,15,"[5.4742, 6.24, 5.4064, 4.9614]","[7.7216e-10, 0.10799, 0.30582, 0.4059]"
19.329,38.74,12.723,12,"[5.0313, 6.1357, 6.8824, 7.0679]","[2.0136e-15, 7.6043e-05, 0.09485, 0.22151]"
3.05,20.3,19.14,7,"[0.66559, 0.76345, 0.87184, 0.97273]","[0.71041, 0.83244, 0.87519, 0.89779]"
13.112,30.27,15.322,7,"[1.8203, 1.79, 1.8107, 1.9545]","[4.1498e-07, 0.2176, 0.38916, 0.47535]"
19.514,5.48,5.884,14,"[4.9774, 6.0723, 6.6228, 6.2865]","[1.3053e-15, 5.0842e-05, 0.087366, 0.21647]"
12.576,12.0,10.595,17,"[6.1633, 6.6581, 5.6718, 5.2448]","[2.6788e-06, 0.24812, 0.41549, 0.49999]"
14.961,8.49,10.473,14,"[4.9938, 5.5188, 4.6018, 4.2196]","[6.7348e-10, 0.1059, 0.30491, 0.40559]"
19.687,8.5,19.632,12,"[4.0385, 4.9332, 5.2579, 4.8993]","[8.9472e-16, 3.6613e-05, 0.081388, 0.21165]"
10.833,28.1,10.625,17,"[6.3473, 6.4614, 5.6814, 5.4942]","[0.0019003, 0.35312, 0.49679, 0.56899]"
18.566,34.0,14.819,8,"[2.5849, 3.1684, 3.2603, 3.3015]","[1.5167e-14, 0.00047244, 0.1322, 0.25387]"
17.556,9.26,14.776,5,"[0.52556, 0.66535, 0.64443, 0.66471]","[1.0438e-12, 0.012471, 0.22078, 0.34119]"
4.646,5.05,19.984,18,"[3.1974, 2.2913, 2.2783, 2.4071]","[0.54631, 0.73287, 0.79556, 0.82716]"
2.413,6.12,15.691,16,"[1.4302, 1.3946, 1.4963, 1.6158]","[0.77301, 0.86992, 0.90296, 0.91996]"
7.631,27.78,5.811,12,"[2.6735, 1.7844, 1.7415, 1.8298]","[0.25097, 0.5564, 0.65892, 0.71052]"
9.804,16.41,9.389,13,"[4.3403, 2.6246, 2.3203, 2.3215]","[0.038816, 0.42269, 0.55467, 0.62106]"
4.079,14.8,10.687,14,"[1.6388, 1.4105, 1.4783, 1.5929]","[0.60784, 0.77171, 0.82698, 0.85504]"
0.846,11.25,15.931,13,"[0.7801, 0.79896, 0.87822, 0.99345]","[0.93094, 0.96512, 0.97634, 0.98175]"
1.978,26.15,9.847,8,"[0.52987, 0.54783, 0.57728, 0.61699]","[0.82719, 0.90817, 0.93645, 0.95089]"
9.142,8.06,6.186,7,"[0.93666, 0.71897, 0.73219, 0.77895]","[0.11535, 0.48429, 0.60877, 0.67193]"
6.007,12.2,14.089,12,"[1.8303, 1.393, 1.4162, 1.5105]","[0.41596, 0.65731, 0.73846, 0.77946]"
11.105,16.57,17.623,11,"[3.6584, 2.6329, 2.4122, 2.464]","[0.00080356, 0.34245, 0.49015, 0.56429]"
4.288,29.21,17.933,10,"[1.5966, 1.6915, 1.9544, 2.2446]","[0.57787, 0.74558, 0.80227, 0.83109]"
16.259,24.5,15.596,15,"[5.9774, 7.3108, 7.8423, 7.8772]","[1.058e-11, 0.034205, 0.23877, 0.3462]"
2.073,6.5,7.771,9,"[0.59287, 0.6026, 0.6276, 0.65914]","[0.81745, 0.90216, 0.93176, 0.94705]"
15.957,28.35,8.401,12,"[4.2624, 4.9477, 4.2922, 4.0707]","[2.9485e-11, 0.050399, 0.25765, 0.36411]"
13.121,17.43,9.685,14,"[5.1021, 4.8493, 4.0072, 3.7682]","[3.8144e-07, 0.21747, 0.39268, 0.48097]"
7.456,25.38,10.152,15,"[4.4831, 2.8968, 2.7229, 2.8128]","[0.26461, 0.56151, 0.66115, 0.71121]"
3.601,13.0,5.829,12,"[1.1337, 1.0678, 1.1382, 1.2282]","[0.65896, 0.80372, 0.85293, 0.87815]"
2.005,38.33,15.257,14,"[1.7985, 2.1059, 2.4929, 2.8832]","[0.80393, 0.88281, 0.90983, 0.92375]"
11.479,9.31,6.799,10,"[2.5488, 1.7447, 1.566, 1.5807]","[0.00023232, 0.3276, 0.48278, 0.56088]"
8.496,29.23,14.987,5,"[0.77316, 0.79646, 0.91459, 1.0471]","[0.1622, 0.49489, 0.60774, 0.66528]"
6.322,16.4,12.978,13,"[2.4239, 1.7351, 1.7341, 1.8401]","[0.3818, 0.6351, 0.72013, 0.76299]"
19.895,8.36,6.516,17,"[6.1245, 7.4614, 8.8196, 9.4752]","[4.6374e-16, 1.9615e-05, 0.068118, 0.19737]"
10.204,31.02,10.104,17,"[6.3992, 6.153, 5.4278, 5.3046]","[0.014378, 0.39119, 0.52649, 0.59443]"
4.811,12.52,5.703,11,"[1.2026, 1.0554, 1.1098, 1.1953]","[0.53917, 0.73267, 0.79807, 0.83137]"
13.096,27.55,10.4,11,"[3.6965, 3.2966, 2.8905, 2.8722]","[4.5263e-07, 0.22106, 0.39509, 0.48243]"
6.643,18.94,7.079,19,"[5.8835, 3.6464, 3.2769, 3.2999]","[0.34424, 0.60954, 0.69896, 0.74395]"
17.035,6.57,5.82,11,"[3.1504, 3.7901, 3.1484, 2.8929]","[1.3349e-12, 0.012528, 0.2114, 0.3265]"
6.305,21.62,10.065,15,"[3.3978, 2.2837, 2.2232, 2.3325]","[0.38092, 0.63311, 0.71776, 0.76035]"
8.635,26.61,17.727,15,"[5.9498, 4.716, 4.4816, 4.6463]","[0.14547, 0.4855, 0.59908, 0.65599]"
17.138,16.21,15.702,18,"[6.46674, 7.9167, 9.59463, 10.1516]","[7.65281e-13, 0.00861958, 0.196078, 0.309162]"
12.497,21.73,10.583,15,"[5.6672, 5.5629, 4.7351, 4.4962]","[3.6877e-06, 0.25393, 0.42019, 0.50387]"
18.411,37.44,5.428,15,"[5.8192, 7.0943, 8.0096, 8.15]","[2.2466e-14, 0.00060973, 0.13717, 0.25881]"
9.525,20.47,15.934,11,"[3.4377, 2.2894, 2.2021, 2.3072]","[0.062574, 0.43779, 0.56423, 0.62772]"
11.199,6.78,7.043,6,"[0.77272, 0.62851, 0.63126, 0.66766]","[0.0013431, 0.36589, 0.51864, 0.5961]"
17.54,5.37,6.822,16,"[5.8388, 7.119, 7.5933, 7.3016]","[2.5065e-13, 0.0040462, 0.17879, 0.29542]"
7.506,19.82,11.173,17,"[5.5976, 3.5677, 3.2168, 3.2476]","[0.25852, 0.55748, 0.65809, 0.70867]"
13.568,20.43,16.053,15,"[5.8577, 6.6011, 6.0493, 5.8371]","[7.325e-08, 0.18807, 0.3674, 0.45754]"
3.551,26.87,17.365,12,"[1.662, 1.7258, 1.9655, 2.2329]","[0.65358, 0.79317, 0.84034, 0.86432]"
13.725,35.65,7.557,17,"[6.3596, 7.8702, 7.7938, 7.5851]","[4.1115e-08, 0.17759, 0.35858, 0.44963]"
7.867,17.21,7.107,8,"[1.0481, 0.82758, 0.84921, 0.90695]","[0.23924, 0.55634, 0.66323, 0.71745]"
3.17,7.45,16.379,19,"[2.3297, 1.9824, 2.0726, 2.2333]","[0.69457, 0.8218, 0.86466, 0.88638]"
14.38,33.96,16.565,5,"[1.138, 1.3015, 1.4007, 1.5626]","[3.0606e-09, 0.13253, 0.31944, 0.41381]"
3.594,39.4,5.519,6,"[0.47928, 0.51891, 0.56886, 0.61539]","[0.66733, 0.81245, 0.86347, 0.89049]"
12.62,38.84,9.837,11,"[4.0948, 3.7137, 3.4069, 3.4642]","[2.4714e-06, 0.24745, 0.41378, 0.49712]"
15.276,26.54,13.831,17,"[6.4109, 8.0611, 8.9833, 9.1378]","[2.2347e-10, 0.084645, 0.28446, 0.38538]"
19.026,9.83,13.946,18,"[6.36781, 7.75827, 9.35608, 10.1967]","[4.25516e-15, 0.00014439, 0.107161, 0.232222]"
